strategy,selected_rows,evaluated_rows,evaluated_days,avg_selected_per_day,avg_daily_return,avg_daily_excess_return,avg_actual_return,avg_actual_excess_return,absolute_positive_rate,relative_excess_positive_rate,actual_top3_rate,downside_return_lt_minus_1pct,downside_excess_lt_minus_1pct
panic_v5_top3,141,141,47,3.0,0.5442439030126321,-0.08160324607708085,0.5442439030126323,-0.08160324607708086,0.574468085106383,0.46808510638297873,0.3333333333333333,0.3120567375886525,0.3049645390070922
panic_v5_top5,235,235,47,5.0,0.5919266695578693,-0.033920479531843704,0.5919266695578693,-0.033920479531843725,0.5914893617021276,0.46808510638297873,0.31063829787234043,0.2978723404255319,0.30638297872340425
panic_rebound_relaxed_candidate,132,132,47,2.8085106382978724,0.5647954257111776,-0.06105172337853555,0.6463553593172182,-0.07589471661412339,0.553030303030303,0.4318181818181818,0.3106060606060606,0.3484848484848485,0.3409090909090909
panic_rebound_strict_candidate,102,102,45,2.2666666666666666,0.4514323403879296,0.0764910623246048,0.6280957401504796,0.026599151358388095,0.5588235294117647,0.46078431372549017,0.3333333333333333,0.37254901960784315,0.30392156862745096
panic_rebound_strict_top2,73,73,44,1.6590909090909092,0.4003998905104875,0.06623344903931984,0.5599675570798209,-0.08147774057476762,0.5205479452054794,0.4246575342465753,0.3287671232876712,0.410958904109589,0.3835616438356164
